time_taken,latency,attempts,hint_used,correct,question_level,mastery
116.71,4.34,4,1,1,86,0.328
59.38,7.27,4,1,1,95,0.753
33.62,5.58,3,0,0,15,0.553
44.23,4.01,3,0,1,5,0.646
89.08,5.57,3,1,1,83,0.646
73.67,9.76,1,0,0,72,0.687
37.63,8.13,3,0,1,31,0.499
40.84,4.76,2,0,1,32,0.338
36.58,6.23,4,1,1,37,0.6
53.59,6.27,3,0,1,26,0.091
46.94,6.54,5,1,1,61,0.384
26.94,4.04,3,1,1,16,0.132
37.02,1.88,2,0,1,44,0.592
123.29,5.39,5,1,0,74,0.389
79.49,5.75,3,1,1,67,0.233
87.04,4.41,4,1,1,80,0.672
33.58,2.07,1,0,1,18,0.709
46.04,5.69,2,0,1,26,0.724
79.66,4.42,4,0,1,50,0.545
59.13,4.53,4,1,1,42,0.469
70.73,6.6,4,1,1,51,0.163
96.65,3.12,2,1,0,69,0.491
54.11,1.66,2,1,1,34,0.726
105.63,4.8,2,0,1,65,0.851
19.78,6.08,4,1,1,24,0.401
51.44,3.0,4,1,0,76,0.396
32.16,0.3,1,0,1,26,0.824
65.9,5.3,3,1,0,49,0.371
56.54,8.67,3,1,0,69,0.279
49.1,4.7,3,1,1,33,0.195
49.51,5.38,3,1,1,41,0.478
125.64,12.2,6,1,0,70,0.124
40.95,3.62,3,1,1,37,0.228
65.91,8.12,5,1,1,98,0.764
87.0,7.26,4,1,0,97,0.903
100.91,6.72,3,1,1,72,0.608
61.47,5.27,3,1,1,53,0.157
63.44,5.87,4,1,1,66,0.663
70.8,6.13,4,1,0,88,0.523
5.0,3.9,1,0,1,9,0.874
17.81,2.98,3,1,1,10,0.211
67.99,3.5,3,0,0,48,0.193
111.33,7.44,5,1,0,64,0.461
75.97,4.82,3,1,0,65,0.337
101.44,5.93,6,1,0,89,0.219
9.62,6.36,2,1,1,14,0.662
37.49,1.23,1,0,1,25,0.598
36.81,5.86,1,0,1,16,0.485
21.62,2.95,4,0,1,27,0.47
13.57,0.59,2,0,1,7,0.587
33.64,5.64,2,0,1,39,0.299
43.5,3.14,2,0,1,26,0.458
75.44,8.51,4,1,0,57,0.213
84.28,6.76,5,1,0,87,0.819
146.25,10.89,5,1,0,100,0.361
58.01,6.38,3,1,1,55,0.463
101.3,4.17,5,1,1,90,0.436
103.48,6.71,4,1,1,94,0.822
37.94,1.34,1,0,1,29,0.562
77.39,4.37,4,1,1,73,0.741
25.06,1.06,1,0,1,12,0.549
13.93,2.27,2,0,0,20,0.249
117.27,8.24,5,0,0,85,0.394
103.68,6.09,3,0,1,82,0.708
36.36,7.3,3,0,1,14,0.465
101.5,5.83,2,0,0,87,0.662
88.09,9.31,2,0,0,59,0.696
11.92,2.57,2,1,1,12,0.322
44.97,3.32,3,0,0,36,0.384
95.59,4.19,5,1,1,82,0.73
64.06,2.96,3,0,0,31,0.565
70.79,7.9,5,0,0,73,0.291
11.88,2.65,2,0,1,5,0.81
66.33,9.58,6,0,0,87,0.259
127.03,4.49,4,1,0,91,0.469
32.01,2.18,2,0,1,22,0.292
30.38,3.28,4,1,1,39,0.536
38.95,4.2,2,1,1,24,0.18
39.84,2.75,3,1,1,23,0.433
54.74,4.1,3,1,1,62,0.253
36.5,6.51,2,1,1,27,0.238
70.13,8.95,6,0,0,86,0.171
90.65,4.11,4,1,1,68,0.231
27.46,5.77,1,0,0,12,0.381
115.95,4.51,4,1,0,73,0.432
97.97,8.52,5,1,1,67,0.12
147.08,8.23,5,1,1,89,0.294
5.0,2.22,1,0,1,1,0.601
79.33,7.3,4,0,0,89,0.505
124.72,8.43,5,1,1,89,0.658
69.01,3.02,5,1,1,91,0.47
41.8,1.91,4,1,0,27,0.393
69.57,13.2,4,1,0,53,0.415
97.22,6.32,4,1,0,60,0.378
27.59,3.3,2,0,1,29,0.635
73.17,3.62,3,0,0,53,0.662
25.49,7.07,2,0,1,25,0.757
82.0,8.82,5,1,1,66,0.365
62.07,6.52,4,1,1,57,0.629
63.36,10.02,2,1,0,67,0.637
62.7,3.59,3,0,1,80,0.513
53.85,3.04,2,1,1,29,0.718
96.12,9.73,3,1,1,69,0.258
25.42,5.57,2,0,0,25,0.497
88.32,7.75,6,1,0,63,0.327
58.11,7.98,4,0,0,45,0.54
17.05,1.24,2,0,1,5,0.675
45.14,3.04,1,0,1,39,0.735
111.16,6.46,4,1,1,89,0.517
148.34,10.42,5,1,1,98,0.506
81.16,7.68,4,1,0,93,0.352
10.52,1.0,4,0,0,1,0.058
54.02,7.12,5,1,0,32,0.35
32.85,3.17,2,0,0,27,0.457
83.12,5.08,4,0,1,46,0.28
75.25,9.89,2,1,1,58,0.487
38.82,3.67,2,0,0,31,0.621
31.58,3.35,2,1,1,17,0.64
126.39,8.82,4,1,0,78,0.37
97.33,4.58,6,1,0,80,0.147
27.07,6.51,1,0,1,24,0.413
25.06,3.55,2,1,0,8,0.187
71.4,6.84,3,1,0,68,0.72
46.41,7.07,1,0,0,36,0.83
112.76,6.86,6,1,0,81,0.254
78.97,4.39,3,1,0,58,0.449
79.23,4.79,4,1,1,83,0.386
33.43,1.56,2,0,0,9,0.222
5.0,0.3,1,0,1,4,0.571
47.17,4.28,2,0,1,22,0.579
39.69,3.81,2,0,1,43,0.397
53.53,5.33,4,1,1,48,0.46
51.26,7.95,2,0,1,53,0.828
47.57,5.06,4,1,1,45,0.322
43.48,4.81,3,1,1,21,0.316
32.32,2.79,2,0,1,15,0.542
39.89,3.47,3,1,1,15,0.319
61.92,8.67,4,1,0,73,0.262
47.99,6.01,4,1,1,57,0.363
55.1,8.03,4,1,1,56,0.274
69.4,4.81,3,1,1,46,0.579
70.99,4.5,5,1,1,88,0.844
107.19,11.49,5,1,0,62,0.499
5.72,1.66,1,0,1,5,0.731
121.53,7.18,3,0,1,67,0.824
5.0,2.31,1,0,1,4,0.402
56.03,5.31,3,1,1,59,0.61
117.83,5.68,5,1,1,97,0.276
62.54,1.78,1,1,1,38,0.448
27.68,3.1,3,0,0,24,0.199
13.93,1.74,1,0,1,3,0.455
70.6,5.24,4,1,0,48,0.473
80.26,8.8,5,1,1,97,0.459
35.56,4.51,1,0,1,18,0.556
51.26,4.39,5,1,0,72,0.281
118.39,9.08,4,1,1,92,0.676
34.71,2.14,2,1,1,19,0.202
40.62,4.15,4,0,0,41,0.307
62.52,2.39,2,0,1,43,0.49
27.79,5.99,3,0,0,20,0.322
62.36,3.86,4,0,0,50,0.351
95.4,9.59,6,1,1,78,0.27
136.22,7.12,5,1,0,100,0.302
57.77,3.79,3,1,1,39,0.18
48.78,3.11,2,0,1,10,0.451
92.97,4.18,4,1,1,55,0.384
107.38,6.06,3,1,1,92,0.459
8.39,2.19,1,0,1,13,0.777
32.03,5.14,1,0,1,14,0.461
110.33,10.36,7,1,0,97,0.213
109.62,11.14,7,1,0,74,0.275
24.59,5.41,1,0,1,11,0.341
52.99,7.96,5,1,1,56,0.487
18.5,3.2,2,0,1,6,0.626
82.89,9.7,4,1,0,67,0.12
107.49,3.65,5,1,0,95,0.272
52.57,3.87,5,1,0,59,0.409
30.79,4.37,1,0,1,32,0.743
121.06,9.88,4,1,1,89,0.712
52.5,4.75,5,1,1,46,0.185
45.53,4.12,3,1,0,12,0.167
43.56,8.65,4,1,1,23,0.322
43.84,3.56,3,1,0,32,0.67
117.38,7.64,6,1,1,100,0.384
16.02,5.47,2,1,1,22,0.636
36.62,5.34,3,0,1,29,0.259
114.76,6.6,5,1,0,97,0.077
22.81,2.33,2,0,0,11,0.517
67.23,7.25,5,1,1,54,0.475
8.1,2.52,4,0,1,13,0.701
86.7,9.15,2,0,0,76,0.522
28.48,4.79,2,0,1,20,0.474
23.87,3.45,4,1,0,28,0.546
40.04,4.68,4,1,1,48,0.494
105.24,6.1,6,1,0,91,0.12
19.66,4.4,2,0,1,21,0.451
113.61,7.31,2,0,1,94,0.572
50.83,2.71,2,0,1,35,0.677
118.77,5.33,5,1,1,85,0.381
46.87,6.62,4,1,1,46,0.31
59.6,2.68,3,0,1,29,0.242
74.31,7.61,3,1,1,65,0.439
44.7,8.8,4,1,0,56,0.135
34.35,5.26,2,1,1,29,0.43
73.94,0.3,1,1,0,56,0.666
145.84,6.44,4,1,0,97,0.14
34.34,6.71,2,0,1,25,0.686
24.8,4.16,4,0,1,21,0.367
38.94,5.08,1,0,1,34,0.471
87.76,6.92,3,0,1,57,0.47
98.02,7.46,6,1,0,55,0.193
8.85,3.24,2,0,0,12,0.493
41.8,6.92,3,1,1,42,0.391
50.68,2.92,3,0,0,28,0.562
96.46,6.46,3,0,1,71,0.626
51.2,5.44,4,0,1,60,0.541
117.49,11.38,5,1,0,88,0.287
23.38,3.25,3,1,1,26,0.403
95.74,8.07,6,1,1,72,0.158
85.93,5.05,4,1,1,68,0.656
5.0,1.41,1,0,1,0,0.613
28.84,3.92,1,0,1,9,0.727
46.94,7.11,3,0,1,62,0.781
39.97,5.87,4,1,1,35,0.612
130.43,5.94,4,1,0,72,0.383
63.39,6.36,1,0,1,33,0.372
11.33,0.3,2,0,1,14,0.712
61.23,6.29,3,1,1,42,0.422
23.56,2.41,3,1,1,29,0.266
56.59,5.96,5,1,1,35,0.082
34.33,4.33,2,0,1,43,0.67
92.1,8.76,3,1,0,76,0.336
47.36,2.33,4,1,1,21,0.032
48.12,4.61,4,0,1,37,0.164
5.0,1.92,3,0,1,11,0.448
47.22,2.94,4,1,1,39,0.367
68.61,6.27,4,0,0,67,0.429
88.22,5.59,4,0,1,69,0.706
47.2,4.35,2,0,1,26,0.342
108.36,4.57,5,1,1,42,0.069
63.49,7.2,5,1,0,85,0.188
64.25,6.37,4,0,0,95,0.408
74.77,4.84,3,0,0,50,0.154
62.86,5.67,5,1,0,55,0.35
75.04,6.36,5,1,1,62,0.32
72.05,5.81,5,1,0,91,0.381
110.87,3.96,5,1,0,93,0.351
114.92,5.69,5,1,0,77,0.147
21.43,4.63,2,0,1,3,0.434
72.57,6.91,3,1,0,44,0.436
14.86,5.62,2,0,0,9,0.354
64.96,4.43,3,1,1,45,0.319
49.15,3.42,3,0,0,33,0.208
5.0,3.74,1,0,0,7,0.465
17.86,2.72,2,0,1,18,0.553
7.22,1.65,1,0,1,2,0.305
25.17,0.97,2,0,1,8,0.426
5.0,3.11,1,0,1,1,0.598
41.81,3.85,6,1,1,39,0.171
116.84,4.42,4,1,0,94,0.457
52.67,11.56,3,1,1,69,0.734
87.98,8.68,3,0,0,63,0.618
81.28,7.01,4,1,1,69,0.108
69.68,7.76,4,1,1,90,0.661
32.68,2.94,1,0,0,18,0.374
71.61,6.27,4,1,0,64,0.515
61.34,6.27,3,1,1,75,0.542
132.42,9.27,6,1,0,90,0.514
92.04,7.05,6,1,1,85,0.566
45.4,4.59,4,0,1,41,0.379
68.95,11.77,4,1,1,66,0.429
76.86,8.79,4,1,1,50,0.248
69.45,7.93,5,1,1,54,0.463
14.77,1.37,1,0,1,4,0.717
96.03,3.91,3,0,0,99,0.749
119.54,8.03,5,1,0,87,0.272
104.39,1.96,4,1,0,84,0.523
122.14,5.36,4,1,1,82,0.819
26.52,1.12,3,0,1,14,0.542
64.43,6.53,3,0,0,38,0.217
6.07,3.46,1,0,1,1,0.736
52.29,4.94,4,1,1,60,0.609
63.88,6.42,5,1,1,59,0.395
163.11,9.61,5,1,0,100,0.456
58.33,7.8,5,1,0,69,0.055
40.32,4.36,2,1,0,17,0.087
97.12,1.92,2,1,0,58,0.862
72.76,5.81,6,0,0,78,0.2
100.45,5.36,4,1,0,66,0.532
8.11,2.51,3,0,1,6,0.472
59.79,7.4,3,0,0,48,0.621
102.13,11.94,5,1,0,72,0.215
65.93,2.95,2,0,0,35,0.599
35.08,3.28,3,0,1,6,0.31
88.0,5.08,7,1,1,84,0.591
83.74,7.05,4,1,0,100,0.211
115.71,4.74,4,1,0,72,0.276
75.13,7.28,5,1,0,68,0.756
58.27,7.72,6,1,1,69,0.425
93.83,4.9,2,1,1,69,0.652
139.93,8.56,4,1,0,98,0.755
82.48,6.33,6,1,0,96,0.185
51.06,2.94,5,1,1,65,0.57
72.31,7.63,5,1,1,58,0.132
46.65,8.19,5,1,0,61,0.222
48.76,3.89,4,1,0,40,0.277
112.93,9.69,5,1,1,89,0.284
76.85,5.22,4,1,1,49,0.28
41.67,5.59,4,1,1,74,0.7
41.93,4.83,4,1,0,67,0.329
67.55,3.55,2,1,1,54,0.706
104.01,6.4,3,1,0,67,0.448
28.8,4.62,3,0,1,30,0.596
22.26,2.28,3,0,1,12,0.333
54.36,6.17,1,0,1,30,0.714
65.82,3.42,4,0,0,56,0.187
16.59,5.98,2,1,1,13,0.243
26.15,2.52,2,1,0,12,0.25
34.4,1.78,3,1,1,40,0.418
94.83,8.73,3,0,0,72,0.379
31.74,8.14,2,0,1,6,0.303
91.3,6.65,4,1,1,83,0.231
98.1,6.18,4,1,0,89,0.688
67.62,5.41,6,1,1,57,0.272
108.89,5.59,2,0,0,84,0.756
72.82,5.13,4,0,1,52,0.199
93.92,6.46,4,1,0,78,0.253
62.54,3.81,2,0,0,63,0.637
90.33,4.84,2,0,0,56,0.454
66.78,8.24,5,1,0,81,0.279
72.11,5.4,5,1,1,49,0.286
99.41,7.96,5,1,0,88,0.265
123.19,11.15,4,0,0,100,0.203
73.34,6.68,3,0,0,55,0.531
62.67,2.31,2,1,0,29,0.506
77.79,6.59,5,1,0,89,0.579
59.4,6.05,4,0,0,72,0.495
39.82,1.76,3,0,1,6,0.216
30.0,3.97,2,1,1,22,0.643
36.81,1.65,2,0,1,5,0.408
108.3,4.76,4,0,0,68,0.306
114.96,10.02,5,1,0,100,0.236
74.25,5.13,5,1,1,48,0.308
99.58,5.0,4,1,0,62,0.155
57.84,6.29,3,1,1,47,0.492
26.2,4.43,4,1,0,12,0.155
126.91,13.37,4,1,0,86,0.177
27.59,1.16,1,0,1,19,0.696
100.36,6.03,6,1,1,78,0.574
36.18,5.47,3,0,0,43,0.504
84.8,3.4,2,1,1,62,0.675
48.07,4.55,2,0,0,32,0.278
67.5,4.88,6,1,1,57,0.382
67.46,2.55,3,1,0,53,0.205
15.73,1.47,1,0,1,6,0.979
7.49,3.59,3,0,1,0,0.38
43.47,6.8,1,0,0,43,0.68
68.59,4.41,2,0,0,56,0.495
72.01,7.54,4,1,0,73,0.444
34.0,2.74,2,0,1,32,0.565
24.98,4.59,2,1,1,14,0.682
30.74,6.5,4,1,0,12,0.217
5.0,3.78,2,0,1,0,0.471
48.96,5.5,4,1,1,48,0.599
72.57,9.01,4,1,0,54,0.303
22.25,2.78,2,0,1,27,0.69
84.38,6.78,3,1,0,54,0.213
61.79,11.93,3,1,0,90,0.686
98.19,4.09,4,1,1,82,0.684
29.16,4.49,4,1,1,17,0.826
5.0,1.79,4,0,1,2,0.461
46.06,3.01,3,1,0,42,0.509
23.72,6.71,4,1,1,24,0.308
112.54,8.81,5,1,0,93,0.407
58.54,6.24,6,1,1,96,0.402
129.82,11.13,5,1,0,89,0.186
26.69,0.98,2,1,1,21,0.556
23.57,5.82,1,1,0,22,0.461
19.0,2.92,2,0,1,14,0.571
24.44,0.66,3,0,1,12,0.534
131.46,6.6,6,1,1,88,0.239
34.08,4.96,3,0,0,40,0.49
38.57,6.29,1,0,1,20,0.508
67.22,6.04,3,1,1,73,0.775
76.11,3.02,4,0,0,74,0.288
8.11,3.06,3,1,1,12,0.81
35.36,4.63,1,0,1,31,0.439
102.16,5.88,2,0,1,69,0.33
74.7,4.6,2,1,1,58,0.611
59.2,2.92,5,1,1,32,0.248
87.16,4.59,3,1,1,61,0.43
60.32,5.16,2,0,1,54,0.585
6.87,1.61,1,0,1,2,0.663
116.05,6.22,3,1,1,96,0.701
46.24,10.23,5,1,0,50,0.222
31.21,4.48,3,0,1,42,0.527
55.76,3.7,3,0,1,44,0.621
33.84,3.78,3,1,0,60,0.753
5.0,2.27,1,0,1,11,0.688
44.16,5.45,4,1,1,36,0.034
69.01,3.29,4,0,0,62,0.465
19.72,3.24,1,0,1,21,0.627
76.16,4.82,5,1,1,83,0.355
52.16,4.21,2,0,0,59,0.368
98.95,1.95,3,0,0,72,0.524
57.08,6.2,4,1,0,65,0.221
94.81,10.05,5,1,0,84,0.286
102.98,6.53,3,1,0,80,0.124
30.91,4.2,1,0,1,5,0.365
83.98,7.17,3,0,0,90,0.482
58.37,4.4,2,1,1,55,0.589
51.51,3.9,2,0,1,48,0.468
22.12,6.66,1,0,1,9,0.774
29.57,4.59,3,0,1,26,0.637
45.31,3.68,3,0,0,36,0.368
64.09,5.22,3,0,0,36,0.441
18.73,1.8,1,0,1,13,0.311
19.65,2.3,1,0,0,6,0.374
92.9,11.55,5,1,0,91,0.727
75.44,7.03,4,1,0,92,0.908
88.77,8.68,4,1,1,84,0.539
122.04,4.17,5,1,0,68,0.223
72.52,5.71,3,0,1,92,0.516
5.03,3.19,2,0,0,11,0.611
19.71,1.31,3,1,0,8,0.341
51.57,6.8,4,1,0,39,0.565
68.96,3.8,2,0,0,21,0.465
63.93,8.57,7,1,0,70,0.203
85.74,4.0,5,1,1,62,0.464
112.48,10.37,5,1,0,95,0.132
96.09,3.76,5,1,1,76,0.783
112.25,5.88,4,1,0,96,0.482
31.72,4.12,2,0,1,19,0.63
5.0,0.71,2,0,1,12,0.54
104.53,8.07,3,1,0,67,0.747
126.35,11.19,5,1,0,92,0.145
90.15,4.58,1,0,0,58,0.618
39.58,6.68,2,0,0,15,0.202
58.54,5.96,3,1,0,82,0.667
75.26,6.63,4,1,0,64,0.483
50.56,3.71,4,1,1,36,0.102
107.17,7.03,3,1,0,84,0.55
38.81,3.7,1,0,0,26,0.672
58.84,4.76,4,1,1,35,0.56
9.99,2.56,1,0,1,0,0.378
62.26,5.33,4,0,0,39,0.305
67.76,3.5,2,0,1,20,0.148
52.98,4.2,4,1,0,45,0.485
121.69,8.29,4,1,1,98,0.526
86.38,6.65,6,1,1,52,0.117
45.96,5.22,1,0,0,9,0.694
53.69,4.2,1,0,1,40,0.704
55.89,4.27,4,1,0,52,0.449
5.0,1.46,2,0,0,0,0.369
39.95,5.45,4,1,1,21,0.23
117.81,8.01,4,1,0,82,0.604
10.99,3.52,1,0,1,0,0.175
45.53,7.91,1,0,0,20,0.512
22.18,2.82,2,0,1,15,0.651
87.42,5.7,5,1,0,85,0.325
88.99,8.31,6,1,0,99,0.477
47.15,4.59,3,1,0,55,0.228
141.07,8.18,3,0,0,100,0.457
58.19,5.4,2,0,0,45,0.225
103.23,6.73,1,1,0,52,0.375
75.38,4.01,2,1,0,47,0.123
68.69,6.42,4,1,1,63,0.327
42.04,2.35,2,1,1,35,0.313
30.7,2.53,1,0,1,19,0.159
82.11,2.04,4,0,1,55,0.54
52.97,6.5,3,0,0,55,0.617
65.8,5.59,4,1,0,90,0.728
29.78,2.8,3,0,0,14,0.383
103.54,4.05,5,1,1,67,0.431
90.97,1.93,3,0,1,37,0.488
49.86,5.47,5,1,0,64,0.312
46.13,9.75,3,1,1,36,0.418
68.03,9.35,5,1,1,45,0.296
33.98,2.53,2,0,0,39,0.173
92.12,7.59,4,0,0,74,0.433
23.43,0.75,2,0,1,2,0.776
82.18,6.03,4,1,1,97,0.662
87.1,2.44,3,1,0,87,0.836
58.85,4.28,4,1,0,49,0.179
33.93,2.44,2,1,0,25,0.147
6.68,4.17,2,0,0,5,0.733
54.9,4.43,1,1,1,24,0.357
73.92,6.37,4,1,1,86,0.651
37.44,1.16,3,0,1,22,0.226
89.93,7.14,4,1,1,62,0.51
39.04,4.49,3,0,0,29,0.398
77.53,9.23,5,1,0,85,0.576
107.56,4.85,4,1,1,94,0.458
32.04,4.59,1,0,0,9,0.675
64.37,5.68,4,1,0,46,0.428
82.28,2.92,5,1,1,35,0.327
118.95,8.03,5,1,1,94,0.788
110.55,6.74,5,1,1,70,0.393
54.26,2.02,4,0,1,38,0.862
55.21,5.83,3,0,1,33,0.761
73.18,8.24,5,0,0,71,0.522
17.37,4.46,1,0,1,17,0.851
94.24,7.58,5,1,1,82,0.266
92.5,5.59,4,1,0,72,0.454
136.58,11.78,5,1,0,93,0.284
72.78,8.09,3,0,0,61,0.186
61.77,6.17,2,1,1,15,0.78
50.13,3.71,3,1,0,45,0.371
73.64,6.15,5,1,0,76,0.322
58.55,6.15,6,1,0,62,0.305
82.07,3.42,5,1,0,92,0.505
56.9,8.77,3,1,1,71,0.756
77.25,4.05,3,0,0,76,0.647
80.54,8.37,2,0,0,55,0.154
60.88,4.32,3,0,1,38,0.565
81.18,6.58,4,1,1,47,0.631
98.16,8.1,4,0,0,52,0.471
40.21,1.47,3,1,1,27,0.466
38.55,7.26,3,1,1,27,0.599
59.24,6.13,4,1,0,44,0.434
56.99,4.9,3,1,1,54,0.447
57.03,4.84,4,1,1,38,0.304
55.19,4.22,3,1,0,56,0.27
119.71,2.92,5,1,0,96,0.537
125.87,7.39,6,0,0,100,0.606
151.91,7.33,4,1,1,97,0.79
128.72,4.08,5,1,0,77,0.536
50.08,7.55,4,1,0,61,0.209
98.91,10.32,5,1,1,91,0.714
95.73,4.42,2,0,0,54,0.673
103.78,2.43,3,0,0,46,0.25
88.99,8.45,4,1,0,70,0.582
124.33,2.05,4,1,1,100,0.523
120.54,7.16,3,1,0,69,0.151
11.16,3.46,1,0,0,19,0.368
57.94,5.56,3,0,0,46,0.597
55.84,1.4,3,1,1,31,0.192
126.05,5.92,4,0,0,71,0.364
40.95,7.25,3,0,1,21,0.266
5.0,2.38,1,0,1,10,0.76
101.19,6.28,3,0,1,66,0.777
98.6,11.17,4,1,0,84,0.189
41.53,3.7,2,1,0,36,0.138
123.2,10.49,5,1,1,82,0.533
39.28,6.28,3,1,1,29,0.732
34.74,6.77,1,0,1,23,0.447
21.41,4.72,2,0,1,3,0.576
31.62,2.88,3,1,1,20,0.424
5.0,2.23,2,0,1,3,0.659
122.04,5.79,4,1,1,86,0.414
51.76,6.4,2,0,1,36,0.327
99.12,7.84,6,1,0,73,0.22
85.88,4.8,2,1,0,55,0.361
24.32,3.86,2,0,0,14,0.48
5.0,4.79,2,1,1,2,0.28
24.09,0.3,1,0,1,10,0.628
88.72,9.32,4,1,0,89,0.156
83.43,4.91,3,1,1,60,0.895
54.62,2.11,4,1,1,40,0.298
91.51,7.5,4,1,1,92,0.536
64.87,8.38,5,1,1,81,0.239
74.27,4.22,3,1,0,91,0.574
55.84,6.0,4,1,0,66,0.736
102.05,7.23,7,1,0,100,0.335
5.0,0.3,1,0,1,1,0.563
70.87,5.72,3,1,0,49,0.395
61.74,3.28,4,1,0,42,0.59
7.43,3.5,3,0,1,0,0.2
82.34,5.36,3,1,0,46,0.35
59.26,6.04,5,1,1,55,0.331
113.71,5.46,4,1,0,69,0.608
105.17,3.49,5,1,0,84,0.416
59.15,13.02,3,0,1,39,0.515
29.39,4.06,1,0,1,3,0.829
110.54,8.85,5,1,0,87,0.288
86.41,9.87,5,1,0,70,0.313
20.23,1.57,3,0,1,11,0.289
77.72,2.68,2,0,0,52,0.461
136.81,0.63,7,1,0,94,0.341
46.35,4.9,5,1,1,53,0.696
62.92,7.97,4,1,0,58,0.39
58.76,5.36,2,1,1,22,0.587
155.11,6.83,5,1,1,100,0.589
104.43,7.22,5,1,0,67,0.205
12.91,1.54,2,0,1,15,0.763
64.59,10.86,2,0,0,46,0.06
84.78,9.53,5,1,0,82,0.14
32.86,1.77,2,0,1,30,0.601
30.72,2.72,1,0,1,26,0.233
90.54,5.91,5,1,0,64,0.541
11.71,3.91,2,0,0,10,0.313
32.02,1.45,3,0,1,15,0.587
74.55,4.72,3,0,1,39,0.655
71.55,6.96,4,0,0,79,0.509
59.8,3.15,3,1,0,45,0.54
64.66,7.64,5,1,1,42,0.082
71.23,5.32,4,1,1,63,0.373
76.56,5.97,5,1,0,94,0.481
114.92,6.65,7,1,0,77,0.293
78.17,7.96,4,1,0,63,0.288
30.88,3.66,2,0,1,26,0.345
28.98,2.7,2,0,1,1,0.089
69.0,3.38,5,1,1,62,0.308
80.63,3.62,1,0,0,30,0.584
25.28,0.79,2,1,1,3,0.609
86.59,6.18,4,1,1,82,0.432
18.04,4.15,4,1,1,8,0.333
62.04,3.64,2,0,1,42,0.348
41.09,3.95,1,0,1,10,0.176
14.64,1.56,1,0,1,12,0.742
56.38,5.0,3,0,0,45,0.342
130.15,8.17,3,1,1,89,0.191
34.62,4.52,2,1,1,9,0.45
76.09,4.72,4,1,1,56,0.275
36.95,2.95,3,0,1,13,0.701
69.84,5.74,2,0,0,67,0.87
97.7,6.32,5,0,0,77,0.689
89.23,3.57,4,1,1,58,0.358
18.07,5.38,2,0,0,17,0.627
80.96,11.42,4,1,0,65,0.358
74.49,5.72,3,0,0,35,0.242
113.48,6.83,6,1,0,66,0.263
49.62,7.38,3,1,1,25,0.271
57.28,4.12,3,1,0,100,0.448
46.22,3.67,2,0,0,14,0.442
95.06,5.97,6,1,0,72,0.191
39.13,2.39,1,0,1,25,0.55
14.58,4.01,2,0,0,12,0.172
39.07,5.72,3,1,0,20,0.128
93.08,8.08,3,1,0,87,0.449
56.69,4.56,4,1,1,57,0.317
88.21,3.05,6,1,1,79,0.283
78.52,7.27,5,1,0,51,0.113
61.11,2.46,1,0,0,15,0.494
57.67,7.02,3,0,1,39,0.654
44.62,5.29,2,0,1,56,0.604
30.65,4.74,3,1,1,21,0.409
52.49,3.52,2,1,0,35,0.321
92.77,4.83,5,1,1,89,0.373
43.48,2.98,4,1,1,37,0.693
24.52,5.06,2,0,0,4,0.303
71.63,5.24,3,0,0,72,0.407
85.82,5.92,4,1,1,73,0.397
21.89,4.87,1,0,1,8,0.667
28.78,4.28,1,0,1,19,0.372
52.36,6.7,3,1,1,65,0.863
93.74,6.55,6,1,1,94,0.72
38.19,6.13,4,1,0,40,0.375
17.64,3.1,4,1,0,20,0.529
70.67,7.41,5,1,0,60,0.092
82.08,6.72,4,1,0,54,0.233
114.17,4.34,5,1,0,89,0.282
44.99,3.67,2,1,0,34,0.11
89.07,5.52,2,0,0,86,0.077
92.96,7.23,6,1,1,76,0.656
37.5,1.89,4,1,1,39,0.444
11.11,2.89,1,0,1,10,0.643
97.0,7.33,6,1,0,97,0.481
78.49,6.26,3,0,1,34,0.383
115.54,12.63,5,1,0,94,0.155
106.04,3.67,4,0,0,58,0.294
45.24,4.79,3,1,1,26,0.269
104.73,7.77,6,1,0,79,0.219
98.05,6.07,6,1,0,62,0.059
102.06,6.73,4,1,0,89,0.477
65.04,8.53,3,1,1,54,0.504
155.53,8.39,5,1,0,98,0.361
62.93,3.23,4,1,1,47,0.349
96.39,3.5,3,1,0,69,0.484
50.42,1.17,4,1,1,38,0.538
118.84,8.69,4,1,1,74,0.632
95.84,8.74,3,0,0,76,0.51
44.49,4.64,4,1,1,33,0.26
84.47,6.52,3,0,0,82,0.631
13.02,2.64,2,0,0,8,0.622
99.64,3.94,3,1,0,61,0.1
30.59,2.01,1,0,1,5,0.626
80.3,4.66,3,1,0,47,0.692
99.92,7.46,4,0,1,73,0.417
71.5,5.1,3,0,1,71,0.354
76.37,5.7,5,1,1,72,0.792
65.7,1.25,4,1,0,46,0.647
21.14,1.0,2,0,1,2,0.728
35.39,2.31,2,0,1,27,0.806
114.26,5.64,4,1,0,73,0.268
34.41,5.51,4,0,0,51,0.76
75.99,7.53,3,1,0,67,0.673
74.42,2.68,4,1,1,52,0.307
85.29,5.31,2,1,1,48,0.756
118.03,4.57,4,1,0,78,0.246
31.3,2.45,2,0,0,2,0.035
29.52,2.02,2,0,0,33,0.602
52.19,2.66,4,0,1,24,0.623
115.96,11.36,3,1,0,90,0.346
32.34,3.1,4,0,0,18,0.288
79.95,6.61,5,1,0,70,0.059
47.4,2.46,4,1,0,66,0.497
83.88,13.68,3,1,1,56,0.875
